controller_time_s,frame_idx,head_image,wrist_image
1412.524,1,frame_00001.png,frame_00001.png
1412.624,2,frame_00002.png,frame_00002.png
1412.724,3,frame_00003.png,frame_00003.png
1412.8239999999998,4,frame_00004.png,frame_00004.png
1412.924,5,frame_00005.png,frame_00005.png
1413.024,6,frame_00006.png,frame_00006.png
1413.124,7,frame_00007.png,frame_00007.png
1413.224,8,frame_00008.png,frame_00008.png
1413.3239999999998,9,frame_00009.png,frame_00009.png
1413.424,10,frame_00010.png,frame_00010.png
1413.524,11,frame_00011.png,frame_00011.png
1413.624,12,frame_00012.png,frame_00012.png
1413.724,13,frame_00013.png,frame_00013.png
1413.8239999999998,14,frame_00014.png,frame_00014.png
1413.924,15,frame_00015.png,frame_00015.png
1414.024,16,frame_00016.png,frame_00016.png
1414.124,17,frame_00017.png,frame_00017.png
1414.224,18,frame_00018.png,frame_00018.png
1414.3239999999998,19,frame_00019.png,frame_00019.png
1414.424,20,frame_00020.png,frame_00020.png
1414.524,21,frame_00021.png,frame_00021.png
1414.624,22,frame_00022.png,frame_00022.png
1414.724,23,frame_00023.png,frame_00023.png
1414.8239999999998,24,frame_00024.png,frame_00024.png
1414.924,25,frame_00025.png,frame_00025.png
1415.024,26,frame_00026.png,frame_00026.png
1415.124,27,frame_00027.png,frame_00027.png
1415.224,28,frame_00028.png,frame_00028.png
1415.3239999999998,29,frame_00029.png,frame_00029.png
1415.424,30,frame_00030.png,frame_00030.png
1415.524,31,frame_00031.png,frame_00031.png
1415.624,32,frame_00032.png,frame_00032.png
1415.724,33,frame_00033.png,frame_00033.png
1415.8239999999998,34,frame_00034.png,frame_00034.png
1415.924,35,frame_00035.png,frame_00035.png
1416.024,36,frame_00036.png,frame_00036.png
1416.124,37,frame_00037.png,frame_00037.png
1416.224,38,frame_00038.png,frame_00038.png
1416.3239999999998,39,frame_00039.png,frame_00039.png
1416.424,40,frame_00040.png,frame_00040.png
1416.524,41,frame_00041.png,frame_00041.png
1416.624,42,frame_00042.png,frame_00042.png
1416.724,43,frame_00043.png,frame_00043.png
1416.8239999999998,44,frame_00044.png,frame_00044.png
1416.924,45,frame_00045.png,frame_00045.png
1417.024,46,frame_00046.png,frame_00046.png
1417.124,47,frame_00047.png,frame_00047.png
1417.224,48,frame_00048.png,frame_00048.png
1417.3239999999998,49,frame_00049.png,frame_00049.png
1417.424,50,frame_00050.png,frame_00050.png
1417.524,51,frame_00051.png,frame_00051.png
1417.624,52,frame_00052.png,frame_00052.png
1417.724,53,frame_00053.png,frame_00053.png
1417.8239999999998,54,frame_00054.png,frame_00054.png
1417.924,55,frame_00055.png,frame_00055.png
1418.024,56,frame_00056.png,frame_00056.png
1418.124,57,frame_00057.png,frame_00057.png
1418.224,58,frame_00058.png,frame_00058.png
1418.3239999999998,59,frame_00059.png,frame_00059.png
1418.424,60,frame_00060.png,frame_00060.png
1418.524,61,frame_00061.png,frame_00061.png
1418.624,62,frame_00062.png,frame_00062.png
1418.724,63,frame_00063.png,frame_00063.png
1418.8239999999998,64,frame_00064.png,frame_00064.png
1418.924,65,frame_00065.png,frame_00065.png
1419.024,66,frame_00066.png,frame_00066.png
1419.124,67,frame_00067.png,frame_00067.png
1419.224,68,frame_00068.png,frame_00068.png
1419.3239999999998,69,frame_00069.png,frame_00069.png
1419.424,70,frame_00070.png,frame_00070.png
1419.524,71,frame_00071.png,frame_00071.png
1419.624,72,frame_00072.png,frame_00072.png
1419.724,73,frame_00073.png,frame_00073.png
1419.8239999999998,74,frame_00074.png,frame_00074.png
1419.924,75,frame_00075.png,frame_00075.png
1420.024,76,frame_00076.png,frame_00076.png
1420.124,77,frame_00077.png,frame_00077.png
1420.224,78,frame_00078.png,frame_00078.png
1420.3239999999998,79,frame_00079.png,frame_00079.png
1420.424,80,frame_00080.png,frame_00080.png
1420.524,81,frame_00081.png,frame_00081.png
1420.624,82,frame_00082.png,frame_00082.png
1420.724,83,frame_00083.png,frame_00083.png
1420.8239999999998,84,frame_00084.png,frame_00084.png
1420.924,85,frame_00085.png,frame_00085.png
