controller_time_s,frame_idx,head_image,wrist_image
1258.884,1,frame_00001.png,frame_00001.png
1258.984,2,frame_00002.png,frame_00002.png
1259.0839999999998,3,frame_00003.png,frame_00003.png
1259.184,4,frame_00004.png,frame_00004.png
1259.2839999999999,5,frame_00005.png,frame_00005.png
1259.384,6,frame_00006.png,frame_00006.png
1259.484,7,frame_00007.png,frame_00007.png
1259.5839999999998,8,frame_00008.png,frame_00008.png
1259.684,9,frame_00009.png,frame_00009.png
1259.7839999999999,10,frame_00010.png,frame_00010.png
1259.884,11,frame_00011.png,frame_00011.png
1259.984,12,frame_00012.png,frame_00012.png
1260.0839999999998,13,frame_00013.png,frame_00013.png
1260.184,14,frame_00014.png,frame_00014.png
1260.2839999999999,15,frame_00015.png,frame_00015.png
1260.384,16,frame_00016.png,frame_00016.png
1260.484,17,frame_00017.png,frame_00017.png
1260.5839999999998,18,frame_00018.png,frame_00018.png
1260.684,19,frame_00019.png,frame_00019.png
1260.7839999999999,20,frame_00020.png,frame_00020.png
1260.884,21,frame_00021.png,frame_00021.png
1260.984,22,frame_00022.png,frame_00022.png
1261.0839999999998,23,frame_00023.png,frame_00023.png
1261.184,24,frame_00024.png,frame_00024.png
1261.2839999999999,25,frame_00025.png,frame_00025.png
1261.384,26,frame_00026.png,frame_00026.png
1261.484,27,frame_00027.png,frame_00027.png
1261.5839999999998,28,frame_00028.png,frame_00028.png
1261.684,29,frame_00029.png,frame_00029.png
1261.7839999999999,30,frame_00030.png,frame_00030.png
1261.884,31,frame_00031.png,frame_00031.png
1261.984,32,frame_00032.png,frame_00032.png
1262.0839999999998,33,frame_00033.png,frame_00033.png
1262.184,34,frame_00034.png,frame_00034.png
1262.2839999999999,35,frame_00035.png,frame_00035.png
1262.384,36,frame_00036.png,frame_00036.png
1262.484,37,frame_00037.png,frame_00037.png
1262.5839999999998,38,frame_00038.png,frame_00038.png
1262.684,39,frame_00039.png,frame_00039.png
1262.7839999999999,40,frame_00040.png,frame_00040.png
1262.884,41,frame_00041.png,frame_00041.png
1262.984,42,frame_00042.png,frame_00042.png
1263.0839999999998,43,frame_00043.png,frame_00043.png
1263.184,44,frame_00044.png,frame_00044.png
1263.2839999999999,45,frame_00045.png,frame_00045.png
1263.384,46,frame_00046.png,frame_00046.png
1263.484,47,frame_00047.png,frame_00047.png
1263.5839999999998,48,frame_00048.png,frame_00048.png
1263.684,49,frame_00049.png,frame_00049.png
1263.7839999999999,50,frame_00050.png,frame_00050.png
1263.884,51,frame_00051.png,frame_00051.png
1263.984,52,frame_00052.png,frame_00052.png
1264.0839999999998,53,frame_00053.png,frame_00053.png
1264.184,54,frame_00054.png,frame_00054.png
1264.2839999999999,55,frame_00055.png,frame_00055.png
1264.384,56,frame_00056.png,frame_00056.png
1264.484,57,frame_00057.png,frame_00057.png
1264.5839999999998,58,frame_00058.png,frame_00058.png
1264.684,59,frame_00059.png,frame_00059.png
1264.7839999999999,60,frame_00060.png,frame_00060.png
1264.884,61,frame_00061.png,frame_00061.png
1264.984,62,frame_00062.png,frame_00062.png
1265.0839999999998,63,frame_00063.png,frame_00063.png
1265.184,64,frame_00064.png,frame_00064.png
1265.2839999999999,65,frame_00065.png,frame_00065.png
1265.384,66,frame_00066.png,frame_00066.png
1265.484,67,frame_00067.png,frame_00067.png
1265.5839999999998,68,frame_00068.png,frame_00068.png
1265.684,69,frame_00069.png,frame_00069.png
1265.7839999999999,70,frame_00070.png,frame_00070.png
1265.884,71,frame_00071.png,frame_00071.png
1265.984,72,frame_00072.png,frame_00072.png
1266.0839999999998,73,frame_00073.png,frame_00073.png
1266.184,74,frame_00074.png,frame_00074.png
1266.2839999999999,75,frame_00075.png,frame_00075.png
1266.384,76,frame_00076.png,frame_00076.png
1266.484,77,frame_00077.png,frame_00077.png
1266.5839999999998,78,frame_00078.png,frame_00078.png
1266.684,79,frame_00079.png,frame_00079.png
1266.7839999999999,80,frame_00080.png,frame_00080.png
1266.884,81,frame_00081.png,frame_00081.png
1266.984,82,frame_00082.png,frame_00082.png
1267.0839999999998,83,frame_00083.png,frame_00083.png
1267.184,84,frame_00084.png,frame_00084.png
1267.2839999999999,85,frame_00085.png,frame_00085.png
1267.384,86,frame_00086.png,frame_00086.png
1267.484,87,frame_00087.png,frame_00087.png
1267.5839999999998,88,frame_00088.png,frame_00088.png
1267.684,89,frame_00089.png,frame_00089.png
1267.7839999999999,90,frame_00090.png,frame_00090.png
1267.884,91,frame_00091.png,frame_00091.png
1267.984,92,frame_00092.png,frame_00092.png
1268.0839999999998,93,frame_00093.png,frame_00093.png
1268.184,94,frame_00094.png,frame_00094.png
1268.2839999999999,95,frame_00095.png,frame_00095.png
1268.384,96,frame_00096.png,frame_00096.png
1268.484,97,frame_00097.png,frame_00097.png
1268.5839999999998,98,frame_00098.png,frame_00098.png
1268.684,99,frame_00099.png,frame_00099.png
1268.7839999999999,100,frame_00100.png,frame_00100.png
1268.884,101,frame_00101.png,frame_00101.png
1268.984,102,frame_00102.png,frame_00102.png
1269.0839999999998,103,frame_00103.png,frame_00103.png
1269.184,104,frame_00104.png,frame_00104.png
1269.2839999999999,105,frame_00105.png,frame_00105.png
1269.384,106,frame_00106.png,frame_00106.png
1269.484,107,frame_00107.png,frame_00107.png
1269.5839999999998,108,frame_00108.png,frame_00108.png
1269.684,109,frame_00109.png,frame_00109.png
1269.7839999999999,110,frame_00110.png,frame_00110.png
1269.884,111,frame_00111.png,frame_00111.png
1269.984,112,frame_00112.png,frame_00112.png
1270.0839999999998,113,frame_00113.png,frame_00113.png
1270.184,114,frame_00114.png,frame_00114.png
1270.2839999999999,115,frame_00115.png,frame_00115.png
1270.384,116,frame_00116.png,frame_00116.png
1270.484,117,frame_00117.png,frame_00117.png
1270.5839999999998,118,frame_00118.png,frame_00118.png
1270.684,119,frame_00119.png,frame_00119.png
1270.7839999999999,120,frame_00120.png,frame_00120.png
1270.884,121,frame_00121.png,frame_00121.png
1270.984,122,frame_00122.png,frame_00122.png
1271.0839999999998,123,frame_00123.png,frame_00123.png
1271.184,124,frame_00124.png,frame_00124.png
1271.2839999999999,125,frame_00125.png,frame_00125.png
1271.384,126,frame_00126.png,frame_00126.png
1271.484,127,frame_00127.png,frame_00127.png
1271.5839999999998,128,frame_00128.png,frame_00128.png
1271.684,129,frame_00129.png,frame_00129.png
1271.7839999999999,130,frame_00130.png,frame_00130.png
